Stock Name,Price,Country,Sector,Market Cap,Debt Status,Last 6 Months Return (%),Last 1 Year Return (%)
Stock_361,3005.13,India,Technology,Large Cap,Debt Free,41.7,76.83
Stock_362,778.39,USA,Healthcare,Large Cap,Debt Free,18.0,-27.76
Stock_363,1443.94,USA,Technology,Large Cap,Debt,5.56,8.72
Stock_364,3541.08,USA,Finance,Mid Cap,Debt,44.42,81.88
Stock_365,3185.45,USA,Healthcare,Mid Cap,Debt,14.95,30.8
Stock_366,2512.51,India,Finance,Large Cap,Debt Free,-5.64,54.21
Stock_367,2363.9,Japan,Consumer Goods,Large Cap,Debt,-27.13,17.57
Stock_368,3235.82,China,Technology,Small Cap,Debt,49.47,-20.36
Stock_369,113.1,China,Technology,Large Cap,Debt,1.14,-46.08
Stock_370,2463.45,Japan,Consumer Goods,Large Cap,Debt,49.94,1.52
Stock_371,171.22,Japan,Technology,Mid Cap,Debt Free,-2.83,-1.42
Stock_372,1424.35,China,Technology,Mid Cap,Debt,-8.36,77.42
Stock_373,2474.71,India,Technology,Large Cap,Debt,38.92,24.36
Stock_374,2857.76,China,Healthcare,Mid Cap,Debt,-10.23,-32.12
Stock_375,3315.36,USA,Consumer Goods,Mid Cap,Debt,-1.13,58.03
Stock_376,1523.98,China,Energy,Large Cap,Debt,-23.93,19.74
Stock_377,3108.84,USA,Technology,Mid Cap,Debt Free,0.99,21.04
Stock_378,1537.63,Japan,Healthcare,Large Cap,Debt,23.97,62.22
Stock_379,353.09,USA,Finance,Mid Cap,Debt,37.18,35.76
Stock_380,524.75,USA,Healthcare,Small Cap,Debt,42.66,-45.27
Stock_381,1968.21,India,Consumer Goods,Large Cap,Debt Free,41.12,22.0
Stock_382,1827.93,USA,Technology,Large Cap,Debt Free,20.53,0.28
Stock_383,3810.19,India,Technology,Small Cap,Debt,9.92,-49.47
Stock_384,2035.62,India,Technology,Mid Cap,Debt,-26.19,96.58
Stock_385,904.89,Japan,Energy,Large Cap,Debt,5.5,85.8
Stock_386,1813.16,USA,Consumer Goods,Mid Cap,Debt Free,30.08,-37.27
Stock_387,3504.81,USA,Consumer Goods,Mid Cap,Debt,25.95,-32.08
Stock_388,1315.47,India,Consumer Goods,Large Cap,Debt,19.95,-14.57
Stock_389,1877.76,Japan,Technology,Mid Cap,Debt,4.82,28.34
Stock_390,4896.38,Japan,Consumer Goods,Mid Cap,Debt Free,34.71,-31.44
Stock_391,680.31,India,Technology,Small Cap,Debt,-28.77,42.15
Stock_392,3876.2,China,Technology,Mid Cap,Debt,46.17,22.52
Stock_393,4366.72,India,Technology,Small Cap,Debt Free,12.81,48.58
Stock_394,1574.45,Japan,Technology,Mid Cap,Debt,32.21,11.07
Stock_395,325.11,India,Finance,Small Cap,Debt,-14.14,-15.63
Stock_396,4000.05,USA,Healthcare,Large Cap,Debt Free,47.4,-8.57
Stock_397,4063.9,India,Consumer Goods,Small Cap,Debt Free,44.0,98.02
Stock_398,3272.28,Japan,Consumer Goods,Small Cap,Debt Free,-8.17,23.2
Stock_399,3526.46,India,Finance,Mid Cap,Debt,14.93,72.08
Stock_400,2146.92,India,Finance,Small Cap,Debt Free,27.53,62.42
Stock_401,4377.06,India,Technology,Large Cap,Debt,41.51,-26.2
Stock_402,1416.18,Japan,Finance,Large Cap,Debt,0.68,90.39
Stock_403,4284.37,India,Healthcare,Mid Cap,Debt,-3.5,29.33
Stock_404,2218.62,USA,Finance,Mid Cap,Debt Free,46.57,57.05
Stock_405,771.53,Japan,Finance,Mid Cap,Debt,4.22,87.87
Stock_406,3479.8,Japan,Energy,Mid Cap,Debt,46.62,-30.29
Stock_407,132.68,Japan,Technology,Small Cap,Debt Free,10.49,-40.73
Stock_408,4825.25,India,Consumer Goods,Mid Cap,Debt,35.75,-3.66
Stock_409,4571.99,Japan,Consumer Goods,Mid Cap,Debt Free,45.92,62.78
Stock_410,1618.65,Japan,Healthcare,Small Cap,Debt,19.59,-15.49
Stock_411,4387.93,India,Consumer Goods,Mid Cap,Debt,-0.34,10.88
Stock_412,3849.17,India,Finance,Large Cap,Debt,26.62,24.54
Stock_413,4832.12,India,Technology,Large Cap,Debt Free,-4.5,53.55
Stock_414,1683.06,India,Healthcare,Large Cap,Debt,-17.72,-19.4
Stock_415,4559.31,China,Consumer Goods,Small Cap,Debt Free,26.5,55.58
Stock_416,3423.78,India,Technology,Large Cap,Debt,7.71,18.16
Stock_417,999.69,USA,Finance,Small Cap,Debt,2.57,-0.02
Stock_418,927.44,Japan,Healthcare,Mid Cap,Debt Free,-18.7,34.04
Stock_419,1133.06,USA,Healthcare,Large Cap,Debt,-20.62,-44.92
Stock_420,4261.18,China,Technology,Mid Cap,Debt Free,9.77,76.69
Stock_421,3055.58,India,Energy,Large Cap,Debt,39.43,-25.28
Stock_422,2048.92,USA,Consumer Goods,Small Cap,Debt,13.93,5.31
Stock_423,4598.65,Japan,Finance,Mid Cap,Debt Free,5.42,-3.7
Stock_424,790.81,China,Technology,Large Cap,Debt Free,25.24,-20.57
Stock_425,2906.52,USA,Technology,Small Cap,Debt,3.35,46.59
Stock_426,2199.68,India,Finance,Large Cap,Debt,35.23,49.95
Stock_427,1337.96,India,Energy,Small Cap,Debt,39.68,19.68
Stock_428,3701.16,China,Finance,Small Cap,Debt,45.14,78.2
Stock_429,2771.38,India,Finance,Large Cap,Debt,-3.23,74.4
Stock_430,4890.22,Japan,Technology,Mid Cap,Debt Free,21.16,38.39
Stock_431,732.08,Japan,Energy,Small Cap,Debt,36.8,84.0
Stock_432,2793.84,Japan,Energy,Mid Cap,Debt,-21.2,12.25
Stock_433,3461.51,India,Technology,Mid Cap,Debt,19.05,83.25
Stock_434,4407.9,India,Healthcare,Mid Cap,Debt Free,35.07,-29.98
Stock_435,4879.1,Japan,Healthcare,Mid Cap,Debt,10.73,74.19
Stock_436,2175.82,Japan,Technology,Small Cap,Debt,40.41,-1.98
Stock_437,274.64,India,Technology,Mid Cap,Debt Free,20.66,1.22
Stock_438,3163.7,Japan,Finance,Small Cap,Debt,-29.54,-7.91
Stock_439,3670.48,USA,Healthcare,Small Cap,Debt Free,22.51,5.1
Stock_440,1267.95,India,Technology,Small Cap,Debt,6.79,-10.75
Stock_441,1698.22,Japan,Consumer Goods,Mid Cap,Debt,41.28,77.14
Stock_442,1447.78,USA,Technology,Large Cap,Debt Free,-9.33,14.78
Stock_443,1519.55,China,Technology,Small Cap,Debt,18.55,85.82
Stock_444,448.44,India,Technology,Mid Cap,Debt,-5.84,-37.82
Stock_445,1127.7,USA,Healthcare,Small Cap,Debt,-7.78,52.82
Stock_446,3248.73,Japan,Healthcare,Small Cap,Debt Free,15.85,61.44
Stock_447,4678.25,Japan,Consumer Goods,Large Cap,Debt,-23.2,34.17
Stock_448,2352.86,India,Consumer Goods,Mid Cap,Debt,40.21,94.74
Stock_449,357.11,China,Technology,Small Cap,Debt,42.45,83.33
Stock_450,1312.12,China,Technology,Small Cap,Debt Free,18.81,79.21
Stock_451,4453.86,Japan,Technology,Large Cap,Debt Free,0.62,-25.23
Stock_452,2424.69,China,Technology,Mid Cap,Debt,-3.62,22.3
Stock_453,3008.27,China,Technology,Mid Cap,Debt,-1.59,34.25
Stock_454,891.88,China,Healthcare,Mid Cap,Debt Free,24.56,-0.81
Stock_455,1522.02,USA,Technology,Small Cap,Debt Free,35.4,35.23
Stock_456,3587.41,China,Consumer Goods,Small Cap,Debt,23.44,11.58
Stock_457,3108.28,Japan,Consumer Goods,Large Cap,Debt,31.55,-48.05
Stock_458,3745.37,India,Technology,Small Cap,Debt,-15.13,97.93
Stock_459,3530.96,India,Energy,Large Cap,Debt,46.11,96.76
Stock_460,4461.96,Japan,Consumer Goods,Large Cap,Debt Free,-13.47,44.16
Stock_461,4775.6,USA,Healthcare,Large Cap,Debt,-22.08,10.55
Stock_462,4884.99,USA,Healthcare,Mid Cap,Debt,21.56,34.0
Stock_463,860.3,Japan,Technology,Mid Cap,Debt,36.48,-40.59
Stock_464,3008.28,Japan,Technology,Mid Cap,Debt,-5.38,17.0
Stock_465,3546.12,China,Finance,Large Cap,Debt,28.05,30.48
Stock_466,4242.61,China,Consumer Goods,Mid Cap,Debt,41.11,72.06
Stock_467,4971.24,China,Technology,Large Cap,Debt Free,-11.05,58.24
Stock_468,546.7,USA,Technology,Large Cap,Debt Free,29.06,-34.77
Stock_469,1667.23,India,Technology,Large Cap,Debt Free,36.97,15.53
Stock_470,2796.36,India,Consumer Goods,Mid Cap,Debt,28.54,56.82
Stock_471,3343.1,USA,Healthcare,Small Cap,Debt Free,-28.65,40.31
Stock_472,397.44,India,Consumer Goods,Mid Cap,Debt Free,25.36,28.9
Stock_473,1759.53,China,Healthcare,Small Cap,Debt,5.41,-2.27
Stock_474,4442.49,Japan,Energy,Large Cap,Debt,-8.3,97.07
Stock_475,1111.79,Japan,Consumer Goods,Small Cap,Debt,-0.13,-46.51
Stock_476,2088.55,China,Energy,Mid Cap,Debt,-28.43,-49.08
Stock_477,1527.52,China,Energy,Small Cap,Debt Free,-25.91,81.8
Stock_478,2542.04,India,Finance,Small Cap,Debt Free,13.78,-27.37
Stock_479,306.93,USA,Consumer Goods,Mid Cap,Debt Free,-21.85,-29.25
Stock_480,2289.87,Japan,Technology,Mid Cap,Debt,-6.56,4.94
Stock_481,2447.44,Japan,Technology,Large Cap,Debt,31.09,43.1
Stock_482,1604.77,Japan,Technology,Mid Cap,Debt Free,-1.12,42.01
Stock_483,2454.82,Japan,Energy,Large Cap,Debt,32.44,55.26
Stock_484,3860.88,Japan,Energy,Small Cap,Debt Free,27.52,-8.63
Stock_485,657.93,Japan,Technology,Large Cap,Debt Free,42.5,78.73
Stock_486,797.69,India,Consumer Goods,Mid Cap,Debt,-27.81,9.24
Stock_487,1473.54,China,Technology,Mid Cap,Debt,-25.31,8.53
Stock_488,2686.22,USA,Healthcare,Mid Cap,Debt,25.78,67.62
Stock_489,1972.16,India,Energy,Small Cap,Debt Free,45.57,26.11
Stock_490,1656.33,USA,Consumer Goods,Mid Cap,Debt,10.41,-29.5
Stock_491,1285.23,USA,Consumer Goods,Small Cap,Debt Free,-29.31,24.13
Stock_492,4356.11,India,Technology,Mid Cap,Debt Free,-5.56,15.52
Stock_493,3385.63,China,Healthcare,Small Cap,Debt,-14.7,46.86
Stock_494,2501.43,Japan,Consumer Goods,Large Cap,Debt,-22.46,-40.3
Stock_495,2410.04,Japan,Consumer Goods,Small Cap,Debt,-23.77,13.04
Stock_496,679.99,USA,Consumer Goods,Small Cap,Debt,-12.26,14.61
Stock_497,1070.85,USA,Consumer Goods,Mid Cap,Debt,23.51,94.79
Stock_498,1942.39,India,Healthcare,Mid Cap,Debt,2.09,-20.28
Stock_499,1985.95,USA,Finance,Mid Cap,Debt Free,28.1,78.29
Stock_500,4905.95,Japan,Technology,Mid Cap,Debt,3.39,84.91
Stock_501,4497.92,India,Consumer Goods,Mid Cap,Debt,-1.63,40.74
Stock_502,1822.14,India,Finance,Mid Cap,Debt,-27.4,75.59
Stock_503,4026.89,Japan,Finance,Mid Cap,Debt,25.93,99.23
Stock_504,3949.82,China,Healthcare,Mid Cap,Debt,-1.11,45.11
Stock_505,2593.68,India,Healthcare,Large Cap,Debt,35.02,86.24
Stock_506,1788.05,USA,Consumer Goods,Mid Cap,Debt,45.37,6.95
Stock_507,1805.53,China,Finance,Small Cap,Debt,15.58,-33.22
Stock_508,2286.01,India,Consumer Goods,Large Cap,Debt Free,-9.83,-46.62
Stock_509,2634.85,Japan,Technology,Mid Cap,Debt Free,0.98,75.32
Stock_510,962.93,Japan,Consumer Goods,Small Cap,Debt Free,-18.63,19.53
Stock_511,847.62,India,Healthcare,Small Cap,Debt,22.05,85.69
Stock_512,2619.37,India,Technology,Mid Cap,Debt,17.69,1.44
Stock_513,1389.41,India,Healthcare,Large Cap,Debt,37.88,-16.28
Stock_514,772.51,India,Technology,Large Cap,Debt,16.41,-26.91
Stock_515,496.98,China,Healthcare,Mid Cap,Debt,-6.33,-20.28
Stock_516,4447.89,India,Finance,Small Cap,Debt Free,-2.86,47.07
Stock_517,3005.81,USA,Technology,Mid Cap,Debt,-7.47,-36.68
Stock_518,3764.69,USA,Healthcare,Large Cap,Debt,6.29,91.11
Stock_519,384.28,India,Technology,Large Cap,Debt,20.65,-36.75
Stock_520,4380.75,India,Consumer Goods,Mid Cap,Debt Free,30.45,44.47
Stock_521,2030.94,USA,Consumer Goods,Small Cap,Debt Free,-16.91,98.56
Stock_522,1276.58,India,Finance,Small Cap,Debt Free,-2.56,96.45
Stock_523,1473.07,Japan,Healthcare,Mid Cap,Debt Free,-26.52,43.34
Stock_524,3479.42,USA,Finance,Large Cap,Debt Free,36.99,27.33
Stock_525,4221.34,USA,Technology,Mid Cap,Debt,40.51,-8.62
Stock_526,2136.11,USA,Technology,Mid Cap,Debt,41.23,43.04
Stock_527,53.15,USA,Healthcare,Large Cap,Debt,25.19,37.48
Stock_528,4304.62,China,Energy,Mid Cap,Debt,8.31,3.54
Stock_529,1788.11,USA,Technology,Mid Cap,Debt,34.64,31.31
Stock_530,3946.91,China,Consumer Goods,Small Cap,Debt,21.32,59.76
Stock_531,431.72,USA,Technology,Large Cap,Debt,45.34,41.26
Stock_532,4353.26,China,Consumer Goods,Large Cap,Debt,19.41,-31.68
Stock_533,3801.7,India,Technology,Mid Cap,Debt Free,-1.26,-28.2
Stock_534,1025.03,China,Consumer Goods,Mid Cap,Debt,-10.24,61.1
Stock_535,869.58,India,Healthcare,Large Cap,Debt,38.92,61.39
Stock_536,1531.91,India,Consumer Goods,Mid Cap,Debt,-7.27,-48.85
Stock_537,139.58,India,Energy,Small Cap,Debt Free,28.52,96.49
Stock_538,4620.53,China,Consumer Goods,Small Cap,Debt Free,-24.43,15.5
Stock_539,605.12,China,Technology,Mid Cap,Debt Free,41.22,26.84
Stock_540,2222.29,India,Consumer Goods,Large Cap,Debt,14.67,61.01
Stock_541,2906.38,India,Finance,Small Cap,Debt Free,40.07,99.51
Stock_542,4205.28,China,Consumer Goods,Mid Cap,Debt,40.06,39.78
Stock_543,2152.11,USA,Healthcare,Mid Cap,Debt Free,-14.99,52.2
Stock_544,1347.52,USA,Consumer Goods,Small Cap,Debt,3.03,-12.74
Stock_545,2985.57,USA,Healthcare,Large Cap,Debt Free,1.43,67.26
Stock_546,527.68,USA,Energy,Small Cap,Debt Free,14.71,14.52
Stock_547,2169.37,USA,Consumer Goods,Large Cap,Debt,-9.74,10.43
Stock_548,1884.47,Japan,Technology,Large Cap,Debt,46.24,-34.91
Stock_549,4458.59,China,Consumer Goods,Small Cap,Debt,44.48,75.17
Stock_550,4295.31,India,Healthcare,Mid Cap,Debt Free,-17.96,-6.69
Stock_551,114.37,USA,Technology,Large Cap,Debt Free,-18.11,58.12
Stock_552,3102.4,India,Technology,Mid Cap,Debt,-21.78,11.03
Stock_553,1439.02,China,Technology,Large Cap,Debt,-8.41,73.87
Stock_554,3188.59,China,Energy,Mid Cap,Debt,-12.71,-23.55
Stock_555,3599.24,China,Finance,Large Cap,Debt Free,35.39,-16.61
Stock_556,2548.93,China,Technology,Large Cap,Debt Free,15.39,-40.15
Stock_557,866.94,Japan,Technology,Mid Cap,Debt,-5.73,8.43
Stock_558,4556.37,India,Technology,Mid Cap,Debt,12.08,38.86
Stock_559,3998.33,China,Finance,Large Cap,Debt,-26.26,-8.33
Stock_560,4414.96,Japan,Technology,Large Cap,Debt Free,30.96,26.91
Stock_561,1771.43,China,Technology,Mid Cap,Debt,30.05,72.96
Stock_562,97.79,Japan,Finance,Small Cap,Debt,36.83,-11.0
Stock_563,3661.69,China,Finance,Small Cap,Debt,49.6,99.31
Stock_564,1046.98,India,Consumer Goods,Large Cap,Debt,-18.44,-13.86
Stock_565,403.05,USA,Technology,Mid Cap,Debt,-23.11,-43.69
Stock_566,729.59,India,Healthcare,Small Cap,Debt Free,-12.07,37.69
Stock_567,405.62,USA,Technology,Mid Cap,Debt,16.61,71.34
Stock_568,2742.05,China,Consumer Goods,Large Cap,Debt Free,25.16,-4.22
Stock_569,3519.7,China,Technology,Large Cap,Debt Free,19.96,95.78
Stock_570,2316.33,China,Consumer Goods,Small Cap,Debt Free,-19.81,-12.63
Stock_571,4634.51,India,Finance,Mid Cap,Debt,35.09,-39.08
Stock_572,4283.47,Japan,Healthcare,Large Cap,Debt,-27.54,-34.17
Stock_573,504.75,India,Healthcare,Large Cap,Debt,-13.32,-26.69
Stock_574,3576.51,USA,Technology,Large Cap,Debt,-1.47,-47.88
Stock_575,1953.05,India,Consumer Goods,Mid Cap,Debt Free,32.87,-10.42
Stock_576,2305.95,USA,Healthcare,Small Cap,Debt,27.01,95.08
Stock_577,2921.83,India,Finance,Mid Cap,Debt Free,-11.51,71.77
Stock_578,3252.21,India,Consumer Goods,Small Cap,Debt Free,15.75,35.65
Stock_579,2174.38,USA,Healthcare,Small Cap,Debt,10.48,49.03
Stock_580,358.1,Japan,Finance,Large Cap,Debt Free,-23.79,-41.63
Stock_581,2401.57,Japan,Technology,Mid Cap,Debt,17.79,5.69
Stock_582,2403.99,China,Technology,Mid Cap,Debt,42.93,-18.92
Stock_583,4074.86,Japan,Energy,Mid Cap,Debt,4.48,5.44
Stock_584,1922.88,USA,Technology,Large Cap,Debt,-27.37,48.66
Stock_585,1772.75,USA,Technology,Small Cap,Debt,-11.87,-47.95
Stock_586,2897.97,India,Technology,Mid Cap,Debt,-0.43,-48.28
Stock_587,4773.09,India,Technology,Small Cap,Debt Free,-0.2,-26.43
Stock_588,2776.41,USA,Finance,Large Cap,Debt Free,4.74,8.21
Stock_589,1698.38,India,Healthcare,Mid Cap,Debt,29.48,-38.07
Stock_590,465.64,India,Technology,Large Cap,Debt Free,-28.51,-3.15
Stock_591,2516.34,India,Energy,Small Cap,Debt,16.38,95.63
Stock_592,940.41,Japan,Consumer Goods,Large Cap,Debt,-22.7,-11.69
Stock_593,2169.79,China,Healthcare,Large Cap,Debt Free,24.91,40.06
Stock_594,4090.23,Japan,Technology,Large Cap,Debt,-24.72,74.0
Stock_595,2027.3,USA,Technology,Mid Cap,Debt Free,7.82,59.02
Stock_596,4063.76,China,Energy,Large Cap,Debt,-9.42,49.58
Stock_597,2149.03,USA,Technology,Mid Cap,Debt,-5.68,51.19
Stock_598,2297.16,India,Technology,Small Cap,Debt Free,18.17,83.21
Stock_599,2503.47,Japan,Healthcare,Small Cap,Debt,-29.14,95.36
Stock_600,4185.27,China,Consumer Goods,Mid Cap,Debt,-10.9,60.12
Stock_601,1540.79,India,Technology,Small Cap,Debt Free,44.72,18.52
Stock_602,795.58,Japan,Healthcare,Mid Cap,Debt,4.55,3.38
Stock_603,4826.73,USA,Healthcare,Mid Cap,Debt,39.47,27.52
Stock_604,1863.56,China,Technology,Large Cap,Debt,46.3,-20.53
Stock_605,2242.47,India,Energy,Large Cap,Debt Free,-26.83,-1.72
Stock_606,3259.15,China,Healthcare,Small Cap,Debt Free,-27.35,-9.29
Stock_607,4309.06,India,Energy,Mid Cap,Debt,14.88,-23.1
Stock_608,2131.17,Japan,Healthcare,Large Cap,Debt Free,-16.7,-44.19
Stock_609,3891.17,India,Healthcare,Mid Cap,Debt Free,-24.88,-26.71
Stock_610,429.26,USA,Energy,Small Cap,Debt,49.64,85.49
Stock_611,1473.53,USA,Technology,Mid Cap,Debt,4.71,23.67
Stock_612,2177.03,China,Consumer Goods,Mid Cap,Debt,-2.35,-23.62
Stock_613,4782.32,China,Healthcare,Large Cap,Debt,44.7,-4.55
Stock_614,1570.01,India,Finance,Mid Cap,Debt,44.22,87.5
Stock_615,4207.13,USA,Technology,Small Cap,Debt Free,23.09,-19.74
Stock_616,3134.17,India,Technology,Mid Cap,Debt Free,26.68,14.92
Stock_617,294.29,India,Technology,Mid Cap,Debt,-29.43,-8.39
Stock_618,967.72,China,Healthcare,Large Cap,Debt Free,-18.01,-42.38
Stock_619,1008.04,China,Healthcare,Small Cap,Debt,0.35,96.17
Stock_620,4028.6,Japan,Healthcare,Small Cap,Debt Free,-26.07,75.68
Stock_621,3464.32,India,Consumer Goods,Large Cap,Debt Free,-6.76,83.89
Stock_622,3360.18,India,Technology,Large Cap,Debt,40.04,-41.42
Stock_623,356.86,India,Technology,Large Cap,Debt Free,28.15,71.91
Stock_624,1800.53,India,Healthcare,Mid Cap,Debt,-22.79,-6.28
Stock_625,1500.68,China,Healthcare,Small Cap,Debt,35.27,62.02
Stock_626,487.44,India,Consumer Goods,Mid Cap,Debt Free,39.07,-47.05
Stock_627,1859.29,Japan,Finance,Mid Cap,Debt Free,2.62,-32.08
Stock_628,2172.72,India,Consumer Goods,Small Cap,Debt,29.89,4.74
Stock_629,2483.48,Japan,Technology,Small Cap,Debt,45.92,67.63
Stock_630,981.77,India,Technology,Mid Cap,Debt,33.58,93.58
Stock_631,1043.14,India,Energy,Mid Cap,Debt,-14.82,94.17
Stock_632,2826.29,India,Healthcare,Mid Cap,Debt,44.65,4.29
Stock_633,4745.52,Japan,Technology,Mid Cap,Debt Free,27.85,4.14
Stock_634,1764.44,USA,Energy,Small Cap,Debt,-3.97,-19.2
Stock_635,2775.59,India,Healthcare,Small Cap,Debt,-1.32,62.8
Stock_636,777.28,India,Consumer Goods,Small Cap,Debt,2.48,-0.35
Stock_637,841.94,India,Finance,Mid Cap,Debt Free,10.66,-38.53
Stock_638,1602.92,Japan,Healthcare,Large Cap,Debt Free,6.47,32.71
Stock_639,1071.31,Japan,Technology,Small Cap,Debt,-17.34,56.45
Stock_640,470.72,USA,Consumer Goods,Mid Cap,Debt Free,43.69,43.31
Stock_641,3180.81,India,Healthcare,Small Cap,Debt,11.18,35.61
Stock_642,986.68,India,Healthcare,Small Cap,Debt,19.19,13.74
Stock_643,3776.69,China,Consumer Goods,Large Cap,Debt Free,-21.5,36.31
Stock_644,2732.86,USA,Healthcare,Mid Cap,Debt Free,30.65,-12.14
Stock_645,4504.21,Japan,Finance,Mid Cap,Debt,-0.56,-5.9
Stock_646,4219.07,India,Healthcare,Small Cap,Debt,41.75,35.67
Stock_647,3922.06,USA,Healthcare,Mid Cap,Debt,46.88,-10.61
Stock_648,3064.17,USA,Consumer Goods,Small Cap,Debt,49.71,14.58
Stock_649,599.68,Japan,Healthcare,Mid Cap,Debt Free,-21.61,28.67
Stock_650,2948.24,India,Healthcare,Mid Cap,Debt Free,12.73,47.96
Stock_651,1342.44,India,Finance,Small Cap,Debt,-21.21,37.08
Stock_652,302.89,China,Finance,Mid Cap,Debt,-5.16,28.31
Stock_653,3493.8,India,Healthcare,Large Cap,Debt,15.27,68.05
Stock_654,2297.71,China,Technology,Small Cap,Debt Free,-28.68,-9.96
Stock_655,578.38,USA,Consumer Goods,Large Cap,Debt,0.26,9.29
Stock_656,1108.2,India,Energy,Large Cap,Debt,17.92,-42.92
Stock_657,1582.17,USA,Technology,Large Cap,Debt,25.98,56.18
Stock_658,1627.17,Japan,Consumer Goods,Small Cap,Debt Free,-3.49,-3.99
Stock_659,4057.71,Japan,Energy,Mid Cap,Debt,9.46,0.24
Stock_660,2290.0,China,Energy,Mid Cap,Debt Free,29.31,44.45
Stock_661,3387.6,Japan,Consumer Goods,Mid Cap,Debt,19.37,-31.32
Stock_662,768.44,Japan,Technology,Large Cap,Debt,22.86,-7.57
Stock_663,3882.98,USA,Healthcare,Mid Cap,Debt,36.56,48.79
Stock_664,3792.42,USA,Energy,Small Cap,Debt,18.36,-29.44
Stock_665,122.62,China,Consumer Goods,Large Cap,Debt Free,29.51,-15.29
Stock_666,2918.31,Japan,Healthcare,Mid Cap,Debt Free,-2.1,-49.18
Stock_667,1579.18,Japan,Technology,Mid Cap,Debt Free,0.6,39.59
Stock_668,1604.03,India,Finance,Small Cap,Debt,27.36,-32.84
Stock_669,2282.96,India,Energy,Large Cap,Debt Free,35.17,37.1
Stock_670,1876.68,Japan,Healthcare,Small Cap,Debt Free,9.0,89.78
Stock_671,3325.63,India,Healthcare,Small Cap,Debt Free,-4.5,44.74
Stock_672,4856.24,USA,Healthcare,Large Cap,Debt,20.3,1.77
Stock_673,2877.39,Japan,Finance,Small Cap,Debt,20.09,35.61
Stock_674,4789.16,USA,Technology,Large Cap,Debt,8.6,66.13
Stock_675,2066.02,Japan,Finance,Large Cap,Debt Free,-26.93,-42.12
Stock_676,3038.35,Japan,Healthcare,Mid Cap,Debt,14.42,79.87
Stock_677,3887.38,Japan,Consumer Goods,Small Cap,Debt,-11.08,19.77
Stock_678,2727.12,Japan,Consumer Goods,Large Cap,Debt Free,-23.67,-41.81
Stock_679,3583.35,India,Finance,Mid Cap,Debt,29.38,-20.08
Stock_680,4959.23,China,Technology,Large Cap,Debt,-27.59,-45.48
Stock_681,4675.01,India,Healthcare,Mid Cap,Debt Free,-25.0,91.39
Stock_682,3020.72,India,Finance,Large Cap,Debt Free,-15.21,-18.44
Stock_683,2376.23,India,Technology,Mid Cap,Debt Free,22.51,65.25
Stock_684,1990.45,India,Energy,Large Cap,Debt Free,18.11,74.52
Stock_685,1354.33,India,Technology,Small Cap,Debt Free,16.0,-46.56
Stock_686,2582.64,Japan,Finance,Small Cap,Debt,-18.15,-41.75
Stock_687,2856.1,India,Technology,Mid Cap,Debt,29.0,51.96
Stock_688,174.75,USA,Healthcare,Small Cap,Debt Free,29.09,55.83
Stock_689,3252.45,China,Finance,Small Cap,Debt Free,26.67,74.8
Stock_690,2452.92,USA,Energy,Small Cap,Debt Free,36.55,-1.1
Stock_691,2647.4,India,Technology,Large Cap,Debt,49.25,-45.61
Stock_692,761.9,India,Finance,Small Cap,Debt,2.79,59.31
Stock_693,3542.71,India,Healthcare,Small Cap,Debt,16.38,-37.58
Stock_694,512.8,India,Healthcare,Small Cap,Debt,30.58,-38.41
Stock_695,4118.05,Japan,Finance,Mid Cap,Debt Free,-17.6,68.21
Stock_696,4605.27,India,Technology,Small Cap,Debt,15.62,-22.51
Stock_697,4821.9,Japan,Energy,Small Cap,Debt Free,-9.42,96.49
Stock_698,2247.62,Japan,Consumer Goods,Small Cap,Debt Free,15.5,83.43
Stock_699,3079.92,India,Consumer Goods,Mid Cap,Debt,48.16,51.92
Stock_700,3998.88,USA,Healthcare,Small Cap,Debt,38.96,27.12
Stock_701,3786.06,USA,Technology,Small Cap,Debt,28.32,55.94
Stock_702,4582.98,USA,Healthcare,Large Cap,Debt,-25.99,-27.74
Stock_703,2317.36,USA,Finance,Small Cap,Debt,26.64,72.35
Stock_704,3908.82,USA,Technology,Mid Cap,Debt,41.74,-37.65
Stock_705,2632.05,China,Healthcare,Large Cap,Debt Free,-22.04,82.28
Stock_706,4167.71,India,Consumer Goods,Mid Cap,Debt,31.99,75.26
Stock_707,827.35,India,Consumer Goods,Small Cap,Debt,-10.23,69.06
Stock_708,1199.93,Japan,Healthcare,Mid Cap,Debt Free,1.33,28.64
Stock_709,3331.61,USA,Finance,Large Cap,Debt,-13.67,82.43
Stock_710,1776.45,Japan,Healthcare,Small Cap,Debt,-3.69,91.62
Stock_711,743.71,USA,Technology,Mid Cap,Debt,-3.2,-44.96
Stock_712,649.7,Japan,Technology,Mid Cap,Debt Free,-11.55,84.49
Stock_713,775.98,USA,Consumer Goods,Small Cap,Debt,32.66,72.95
Stock_714,1915.69,Japan,Consumer Goods,Mid Cap,Debt Free,31.43,8.02
Stock_715,1438.78,India,Consumer Goods,Mid Cap,Debt Free,-5.24,12.11
Stock_716,1059.0,China,Consumer Goods,Mid Cap,Debt,8.3,7.57
Stock_717,1995.04,USA,Healthcare,Small Cap,Debt,15.82,67.81
Stock_718,4375.9,China,Technology,Small Cap,Debt,-21.68,64.23
Stock_719,3809.81,China,Consumer Goods,Mid Cap,Debt,-0.38,11.37
Stock_720,392.37,Japan,Consumer Goods,Small Cap,Debt,18.56,88.86
